ID,Name,City,State,Address,Postal Code,Website URL,Email,Phone,Summary,Organization Type,Reach,Audience Focus,Climate Categories,Original Climate Categories,Action Category,Original Action Category,Verified,Source,Last Updated
4b93ea2a-9bcb-47ca-949e-ce7008e2cbcb,North Shore Community Development Coalition,Lynn,MA,30 Washington Street,01901,https://www.nscdc.org/,unknown,unknown,The North Shore Community Development Coalition works on affordable housing initiatives that incorporate energy efficiency and sustainability practices to combat climate change.,Nonprofit / Grassroots,Regional,['Residents'],['Energy Efficiency'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
4b9aa212-a28d-4b10-9404-b6f6786f5d38,Sustainable Azusa,Azusa,CA,123 N Azusa Ave,91702,http://www.sustainableazusa.org,unknown,unknown,Sustainable Azusa focuses on reducing carbon emissions and promoting renewable energy initiatives in the community.,Nonprofit / Grassroots,Town / City,['Residents'],['Energy Efficiency'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
4be3d75b-52a2-4c6d-ac36-ada016a0f200,Orange County Sustainability Initiative,Placentia,CA,1 Civic Center Plaza,92612,https://www.ocgov.com/gov/ceo/sustainability/,unknown,unknown,"The Orange County Sustainability Initiative focuses on regional sustainability efforts, including climate action and emissions reduction.",Municipality,Regional,"['Businesses', 'Municipality', 'Residents']","['Energy Efficiency', 'Transportation']",[],Policy,,Not Verified,merge_engine,2026-05-25T03:12:12Z
4c0b368d-87ed-49cf-aad1-9019d6462601,Seacoast Climate Collaborative,Hampton,NH,"Hampton, NH",03842,https://seacoastclimate.org,unknown,unknown,"The Seacoast Climate Collaborative works on regional climate action initiatives, including emissions reduction and sustainability programs.",Nonprofit / Grassroots,Regional,['Residents'],"['Energy Efficiency', 'Green Economics']",[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
4c31f644-59de-4383-b885-8038b0259123,Solano County Climate Action Coalition,Fairfield,CA,5678 Greenway Dr,94533,http://solanoclimatecoalition.org,Clerk@solanocounty.gov,707-784-6100,"A coalition focused on climate action initiatives across Solano County, including Vacaville.",Coalition,Regional,['Residents'],['Unknown'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
4c481b87-0801-4af1-a634-871d105e2b86,Northfield Energy Committee,Northfield,NH,"Northfield Town Hall, 21 Summer Street",03276,http://www.northfieldnh.org/energy-committee,unknown,unknown,The Northfield Energy Committee focuses on energy efficiency and renewable energy initiatives to reduce carbon emissions in the community.,Nonprofit / Grassroots,Town / City,"['Municipality', 'Residents']",['Energy Efficiency'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
4c531d98-344f-4e27-bb27-a7f0821955e8,"Santa Cruz County Office of Response, Recovery, and Resilience",Santa Cruz,CA,"701 Ocean St, Room 510",95060,https://www.co.santa-cruz.ca.us/,unknown,unknown,"The Santa Cruz County Office of Response, Recovery, and Resilience focuses on resilience planning and climate adaptation strategies.",Municipal / Government-affiliated,Regional,"['Municipality', 'Residents']",['Environmental'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
4c6898d3-d242-44d6-a932-9912eeb43c2f,Cape Ann Climate Coalition,Magnolia,MA,3 Pond Rd,01930,https://capeannclimatecoalition.org,unknown,unknown,"The Cape Ann Climate Coalition is focused on climate action and resilience efforts in the Cape Ann region, including Magnolia.",Nonprofit / Grassroots,"[""Town / City"", ""State / National""]",['Residents'],"['Energy Efficiency', 'Transportation', 'Environmental', 'Waste Reduction']",[],Community Engagement,,Verified,merge_engine,2026-05-25T03:12:12Z
4c9c9c52-633a-4ab0-a52e-9f046e8c2928,Berkshire Environmental Action Team,Pittsfield,MA,PO Box 1183,01201,https://www.beatnb.org/,unknown,unknown,"BEAT works on climate change issues through advocacy, education, and community engagement.",Nonprofit / Grassroots,Regional,['Residents'],['Environmental'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
4ca70e66-752e-4824-8db5-10c88727c92b,Sustainable Seacoast,Portsmouth,NH,"Portsmouth, NH",03801,https://www.sustainableseacoast.org,unknown,unknown,Sustainable Seacoast works on initiatives that promote sustainability and climate action in the Seacoast area.,Nonprofit / Grassroots,Regional,['unknown'],['Unknown'],[],Unknown,,Not Verified,merge_engine,2026-05-25T03:12:12Z
4d07bca4-7e87-446e-8ba4-02a8f084d361,New Hampshire Climate Action Network,New Ipswich,NH,unknown,03071,https://nhclimateaction.org,unknown,unknown,The New Hampshire Climate Action Network works on climate advocacy and policy initiatives to address climate change in New Hampshire.,Nonprofit / Grassroots,State / National,"['Businesses', 'Municipality', 'Residents']",['Unknown'],[],Policy,,Not Verified,merge_engine,2026-05-25T03:12:12Z
4d0dbefc-3865-408a-bd96-a0a5491bdb6e,Sustainable Costa Mesa,Costa Mesa,CA,Various Locations,92626,https://www.sustainablecostamesa.org,unknown,unknown,Sustainable Costa Mesa promotes initiatives aimed at reducing carbon emissions and enhancing community resilience.,Nonprofit / Grassroots,Town / City,['Residents'],['Environmental'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
4d469382-9224-4554-8747-1f15315aa645,Climate Reality Project - Los Angeles Chapter,Santa Monica,CA,unknown,90401,https://www.climaterealityproject.org/,unknown,unknown,"The Climate Reality Project - Los Angeles Chapter engages in climate advocacy and education efforts, working towards a sustainable future by reducing emissions and promoting clean energy.",Nonprofit / Grassroots,Regional,['Residents'],"['Environmental', 'Energy Efficiency']",[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
4d701e06-99b2-4174-a157-52ebe2b24b14,Sonoma County Climate Action Network,Sonoma,CA,PO Box 178,95476,https://www.sonomaclan.org/,unknown,unknown,The Sonoma County Climate Action Network advocates for local climate action and policies that reduce greenhouse gas emissions.,Nonprofit / Grassroots,unknown,['unknown'],['Unknown'],[],Unknown,,Not Verified,merge_engine,2026-05-25T03:12:12Z
4d718e78-46a2-457c-9f08-2fb3e714e51b,Knights Crossing Energy Initiative,Knights Crossing,MA,456 Energy Ave,01060,http://www.kcenergyinitiative.org,unknown,unknown,The Knights Crossing Energy Initiative promotes electrification and renewable energy solutions for local residents.,Nonprofit / Grassroots,Town / City,['Residents'],['Energy Efficiency'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
4d96c9cc-695a-4a19-9da3-a78f22f8ef7a,Island Climate Initiative,Oak Bluffs,MA,PO Box 2070,02557,https://www.islandclimateinitiative.org,unknown,unknown,The Island Climate Initiative focuses on climate action and resilience strategies for Martha's Vineyard.,Nonprofit / Grassroots,Regional,['Residents'],['Environmental'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
4e0f1740-9913-455b-a64b-4520cb131816,Waltham Energy Action Committee,Waltham,MA,"Waltham, MA",02451,http://www.cityofwaltham.com/energyaction,unknown,unknown,The Waltham Energy Action Committee promotes energy efficiency and renewable energy initiatives in the city.,Municipality,Town / City,"['Municipality', 'Residents']",['Energy Efficiency'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
4e169f59-7cc3-4096-bc0e-16766dfcb831,Sustainable Seacoast,Fremont,NH,PO Box 1073,03801,https://sustainableseacoast.org/,unknown,unknown,"Sustainable Seacoast works on initiatives related to energy efficiency, renewable energy, and climate resilience in the Seacoast region of New Hampshire.",Nonprofit / Grassroots,Regional,['unknown'],['Unknown'],[],Unknown,,Not Verified,merge_engine,2026-05-25T03:12:12Z
4e52f537-c0d1-4ce7-b87a-3316020aefb7,Lynn Community Health Center,Lynn,MA,269 Union Street,01901,https://lynnchc.org/,unknown,unknown,"Lynn Community Health Center is a nonprofit, multicultural community health center providing comprehensive health care services to residents of Lynn, MA, regardless of their ability to pay. The center offers a range of services including primary care, behavioral health, dental, and eye care, and is committed to social justice and reducing barriers to care.",Nonprofit / Grassroots,Town / City,['Residents'],['Environmental'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
4e5cbca6-d070-4ed9-a876-5851d85dc646,Berkley Energy Committee,Berkley,MA,1 North Main Street,02779,http://www.townofberkleyma.com/energy-committee,unknown,unknown,The Berkley Energy Committee focuses on energy efficiency and renewable energy initiatives to reduce the town's carbon footprint.,Municipality,Town / City,"['Municipality', 'Residents']",['Energy Efficiency'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
4e677057-e4f0-44e6-8691-d2c0457005d7,Merrimac Climate Action Committee,Merrimac,MA,"Merrimac Town Hall, 2 East Main Street",01860,https://concordma.gov/3324/Climate-Action-Committee,unknown,unknown,The Merrimac Climate Action Committee focuses on local climate initiatives and sustainability efforts.,Municipal / Government-affiliated,"[""Town / City""]","['Residents', 'Businesses']","['Energy Efficiency', 'Transportation', 'Environmental', 'Food & Food Waste', 'Waste Reduction']",[],Community Engagement,,Verified,merge_engine,2026-05-25T00:27:17Z
4e8a60e5-2160-486f-8251-2988c0a4b6a1,City of La Mesa Climate Action Plan,La Mesa,CA,8130 Allison Avenue,91942,https://www.cityoflamesa.gov/,unknown,619-463-6611,The City of La Mesa has developed a Climate Action Plan to reduce greenhouse gas emissions and promote sustainability.,Municipality,Town / City,"['Municipality', 'Residents']","['Environmental', 'Energy Efficiency', 'Transportation']",[],Policy,,Not Verified,merge_engine,2026-05-25T03:12:12Z
4e9de911-6188-4b43-97e4-45b2a57c373d,City of Placentia - Environmental Programs,Placentia,CA,401 E Chapman Ave,92870,https://www.placentia.org/,unknown,(714) 993-8117,The City of Placentia has environmental programs aimed at reducing emissions and promoting sustainability.,Nonprofit / Grassroots,Town / City,"['Municipality', 'Residents']",['Energy Efficiency'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
4ea1aa49-33f7-4395-a1ef-d5a156b83273,Alameda County Office of Sustainability,Alameda,CA,1221 Oak St,94612,https://www.acgov.org/sustainability/,unknown,unknown,The Alameda County Office of Sustainability develops and implements climate action plans for the county.,Nonprofit / Grassroots,Regional,['Municipality'],['Unknown'],[],Policy,,Not Verified,merge_engine,2026-05-25T03:12:12Z
4eb404c9-6449-4c2c-9e2b-ff7413b1472b,The Climate Reality Project - Coachella Valley Chapter,Coachella,CA,"Coachella, CA",92236,https://www.climaterealityproject.org,unknown,unknown,"The Climate Reality Project - Coachella Valley Chapter engages in climate education and advocacy efforts to build a sustainable future through reducing emissions, promoting clean energy, and climate justice.",Nonprofit / Grassroots,Regional,['Residents'],"['Environmental', 'Energy Efficiency']",[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
4ec1708c-9969-422b-a242-988002de535b,Concord Climate Action Committee,Concord,MA,"157 Main St, Spencer, MA 01562",01562,https://concordma.gov/3324/Climate-Action-Committee,unknown,unknown,The Spencer Climate Action Committee focuses on local climate initiatives and sustainability efforts.,Municipal / Government-affiliated,"[""Town / City""]","['Residents', 'Businesses']","['Energy Efficiency', 'Transportation', 'Environmental', 'Food & Food Waste', 'Waste Reduction']",[],Community Engagement,,Verified,merge_engine,2026-05-25T00:27:17Z
4ed7aabd-0545-4dcd-94b7-1ea625af98bf,Pasadena Unified School District - Climate Action,Pasadena,CA,351 S Hudson Ave,91101,https://www.pusd.us/,unknown,unknown,The Pasadena Unified School District implements climate education programs and sustainability initiatives in schools.,Municipality,Town / City,"['Municipality', 'Residents']",['Environmental'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
4f52a15a-402f-4398-a66d-348105f56c9b,Blackstone Valley Chamber of Commerce,Whitinsville,MA,670 Linwood Ave,01588,https://www.blackstonevalley.org/,bvadmin@blackstonevalley.org,(508) 234-9090,The Blackstone Valley Chamber of Commerce promotes sustainable business practices and supports local initiatives for energy efficiency and climate resilience.,Nonprofit / Grassroots,Regional,['Businesses'],['Energy Efficiency'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
4f7b31ad-0cf0-466c-8bdb-ee5df6aa54a8,"California State University, Fresno - Institute for Climate Change",Parlier,CA,5241 N Maple Ave,93740,http://www.fresnostate.edu/climate,unknown,unknown,The Institute conducts research and provides education on climate change impacts and solutions in California.,Academic,State / National,"['Businesses', 'Municipality', 'Residents']",['Environmental'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
4fbad527-035a-4215-bf14-7a91b391b638,Bolton Climate Action Coalition,Bolton,MA,"Bolton Town Hall, 663 Main St",01740,http://www.boltonma.gov/climate-action,unknown,unknown,Bolton Climate Action Coalition focuses on local climate initiatives and sustainability efforts.,Municipal / Government-affiliated,Town / City,['Residents'],['Environmental'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
4ff03f2f-2eb9-48a0-9d17-dbf6eb554fcd,Corning City Council,Corning,CA,"Corning City Hall, 832 3rd St",96021,http://www.corning.ca.us,unknown,unknown,The City of Corning has a Climate Action Plan that outlines strategies for reducing greenhouse gas emissions and enhancing community resilience.,Municipal / Government-affiliated,Town / City,"['Municipality', 'Residents']",['Environmental'],[],Policy,,Not Verified,merge_engine,2026-05-25T03:12:12Z
4ff2556c-cf60-429f-a966-87cb7ac5f1c8,SLO Climate Coalition,Pismo Beach,CA,"San Luis Obispo, CA",93401,https://www.sloclimate.org,unknown,unknown,The SLO Climate Coalition is dedicated to addressing climate change through advocacy and community engagement.,Nonprofit / Grassroots,Regional,['Residents'],['Environmental'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
4ffbfa67-fdcc-4f2f-8ced-031c83451b35,Chino Hills Sustainability Committee,Chino Hills,CA,14000 City Center Dr,91709,http://www.chinohills.org/sustainability,unknown,unknown,The Sustainability Committee works on initiatives to improve energy efficiency and reduce the carbon footprint of municipal operations.,Nonprofit / Grassroots,Town / City,['Municipality'],['Energy Efficiency'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
4ffe64cb-0082-48f7-9ca3-9382a70e188e,Sustainable Carpinteria,Carpinteria,CA,"Carpinteria, CA",93013,https://sustainablecarpinteria.org,unknown,unknown,"Sustainable Carpinteria focuses on local sustainability initiatives, including climate action and resilience planning.",Nonprofit / Grassroots,Town / City,['Residents'],['Unknown'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
5039ad5c-8055-454b-bf22-f7769e7cf9f2,Green Folsom,Folsom,CA,"Folsom, CA",95630,http://www.greenfolsom.org,unknown,unknown,Green Folsom is focused on promoting sustainable practices and climate action in the community.,Nonprofit / Grassroots,Town / City,['Residents'],['Unknown'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
504e3bed-a645-4cbb-bf91-dad7a37567b6,Cohasset Climate Action Committee,Cohasset,MA,"Cohasset Town Hall, 41 Highland Ave",02025,https://concordma.gov/3324/Climate-Action-Committee,unknown,unknown,The Cohasset Climate Action Committee focuses on local climate initiatives and sustainability efforts in the community.,Nonprofit / Grassroots,"[""Town / City""]","['Residents', 'Businesses']","['Energy Efficiency', 'Transportation', 'Environmental', 'Food & Food Waste', 'Waste Reduction']",[],Community Engagement,,Verified,merge_engine,2026-05-25T00:27:17Z
5055674c-aa80-442c-b658-7e493248c698,North Country Climate Action Network,Monroe,NH,"Littleton, NH",03561,http://www.northcountryclimateaction.org,unknown,unknown,North Country Climate Action Network works on local climate initiatives and advocacy for emissions reduction.,Nonprofit / Grassroots,Regional,['Residents'],['Energy Efficiency'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
508885b4-a88a-42a0-b3ea-c5925874fe70,Sustainable Duxbury,Duxbury,MA,"Duxbury Town Hall, 878 Tremont St",02332,http://www.sustainableduxbury.org,unknown,unknown,Sustainable Duxbury promotes practices that reduce carbon footprints and enhance community resilience to climate change.,Nonprofit / Grassroots,Town / City,['Residents'],['Environmental'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
50dade93-c5f2-43ce-a784-2d8a22408153,Green Pasadena,Pasadena,CA,100 N Garfield Ave,91101,https://www.cityofpasadena.net/green-pasadena/,unknown,unknown,Green Pasadena focuses on reducing carbon emissions and promoting sustainable practices in the community.,Municipality,Town / City,['Residents'],"['Green Economics', 'Energy Efficiency']",[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
50dc9635-07a6-4f84-a90c-bd8099d8ed1c,Sustainable Works,Santa Monica,CA,1744 Pearl Street,90405,http://www.sustainableworks.org,info@sustainableworks.org,310.458.8716,"Sustainable Works is a nonprofit organization focused on fostering environmental stewardship in communities by educating and engaging individuals to take inspired action. They partner with cities, businesses, organizations, and educational institutions in LA County to help them reach their sustainability and climate action goals.",Nonprofit / Grassroots,Regional,"['Businesses', 'Municipality', 'Residents']","['Environmental', 'Waste Reduction', 'Green Economics', 'Food & Food Waste', 'Transportation', 'Energy Efficiency']",[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
50e8b3be-756a-4ddf-b62b-f9989322ad81,Concord Climate Action Committee,Concord,MA,922 Machin Ave,94945,https://novato.org/government/committees-commissions/climate-action-committee,unknown,unknown,The Novato Climate Action Committee is dedicated to developing and implementing climate action strategies for the city.,Nonprofit / Grassroots,"[""Town / City""]","['Residents', 'Businesses']","['Energy Efficiency', 'Transportation', 'Environmental', 'Food & Food Waste', 'Waste Reduction']",[],Policy,,Verified,merge_engine,2026-05-25T00:27:17Z
50f0aca8-9de7-40d9-bdb9-bcce51123881,Lake County Climate Action,Lakeport,CA,255 N Main St,95453,http://www.lakecountyca.gov/climateaction,unknown,unknown,Lake County Climate Action focuses on reducing greenhouse gas emissions and promoting sustainable practices in the community.,Municipal / Government-affiliated,Town / City,['Residents'],"['Green Economics', 'Energy Efficiency']",[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
50f0de09-9d8d-45c1-9e7e-caaa26c2252b,Sustainable Orange County,Fountain Valley,CA,1500 E. 17th St.,92705,https://sustainableoc.org/,unknown,unknown,Sustainable Orange County focuses on climate action and sustainability initiatives in the region.,Nonprofit / Grassroots,Regional,['Residents'],['Unknown'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
51290abe-f1f1-4a8f-a80b-59a1c51bb7df,Sonoma County Climate Action,Petaluma,CA,"575 Administration Drive, Room 104A",95403,https://sonomacounty.ca.gov/climate-action,unknown,unknown,"Sonoma County Climate Action focuses on reducing greenhouse gas emissions and implementing climate resilience strategies across the county, including Petaluma.",Municipal / Government-affiliated,Regional,"['Businesses', 'Municipality', 'Residents']",['Unknown'],[],Unknown,,Not Verified,merge_engine,2026-05-25T03:12:12Z
5129b9ae-0187-4e27-ad48-649456d24370,Sustainable New Hampshire,Danville,NH,unknown,03819,https://www.sustainablenh.org,unknown,unknown,"Sustainable New Hampshire focuses on climate action and sustainability initiatives across the state, including local programs in Danville.",Nonprofit / Grassroots,State / National,['Residents'],['Environmental'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
5195de8e-d605-46cc-812f-6216ec5714a1,Pelham Energy Committee,Pelham,MA,"Pelham Town Hall, 351 Amherst Road",01002,https://www.pelham-ma.gov/energy-committee,unknown,unknown,The Pelham Energy Committee focuses on energy efficiency and renewable energy initiatives to reduce carbon emissions in the community.,Municipal / Government-affiliated,Town / City,['Residents'],['Energy Efficiency'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
519e83fa-2b89-4b2c-963c-d9b94021da2b,Youth Climate Action Network,Palm Springs,CA,7890 Youth Way,92262,http://www.youthclimateaction.org,unknown,unknown,Engages youth in climate education and advocacy efforts in the Coachella Valley.,Nonprofit / Grassroots,Regional,['Residents'],['Unknown'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
51a80018-505c-477b-94e5-6b017a057c53,Dighton Board of Selectmen,Dighton,MA,979 Somerset Avenue,02715,https://www.dighton-ma.gov/,unknown,508-669-6431,The Dighton Board of Selectmen is involved in municipal climate planning and implementation efforts.,Municipal / Government-affiliated,Town / City,"['Municipality', 'Residents']",['Environmental'],[],Policy,,Not Verified,merge_engine,2026-05-25T03:12:12Z
51e96f32-cfab-4b6c-bbf0-24cc8541fc36,Calaveras County Climate Action Committee,San Andreas,CA,891 Mountain Ranch Road,95249,http://www.calaverasgov.us/Departments/Planning/ClimateActionPlan.aspx,contact.center@dfeh.ca.gov,(209) 754-6394,"The Calaveras County Climate Action Committee is involved in planning and implementing climate action strategies within the county, focusing on balancing rural characteristics with growth and attracting industries in agriculture, commerce, tourism, and health services.",Municipality,Regional,"['Municipality', 'Residents']",['Environmental'],[],Policy,,Not Verified,merge_engine,2026-05-25T03:12:12Z
52257742-c2f2-40fc-8042-56617711f22e,Sustainable Cudahy,Cudahy,CA,"Cudahy City Hall, 5220 Santa Ana St",90201,http://www.cudahyca.org/sustainable-cudahy,unknown,unknown,Sustainable Cudahy focuses on reducing carbon emissions and promoting energy efficiency in the community.,Nonprofit / Grassroots,Town / City,['Residents'],['Unknown'],[],Unknown,,Not Verified,merge_engine,2026-05-25T03:12:12Z
5245f456-1b64-43a1-84d7-eff86737935a,Sustainable San Mateo County,Colma,CA,1700 S El Camino Real,94402,https://sustainablesanmateo.org/,unknown,unknown,Sustainable San Mateo County works on climate action initiatives and sustainability programs.,Nonprofit / Grassroots,Regional,['Residents'],['Environmental'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
524ce407-bca2-4b8a-9221-58b248fd77c8,Berkshire Regional Planning Commission,Pittsfield,MA,1 Fenn Street,01201,https://www.berkshireplanning.org/,work@berkshireplanning.org,(413) 442-1521,"Berkshire Regional Planning Commission is the official region-wide planning agency in Berkshire County providing comprehensive planning services to municipalities which include land use, transportation, community and economic development, housing, public health, and environmental planning.",Nonprofit / Grassroots,Regional,"['Municipality', 'Residents']","['Environmental', 'Transportation', 'Energy Efficiency']",[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
52c2ce89-5d52-4b54-8451-c3d11be6e9c3,Sustainable Silicon Valley,Gilroy,CA,unknown,95020,https://www.sustainablesiliconvalley.org,unknown,unknown,"Sustainable Silicon Valley works on climate action and sustainability initiatives across the region, including Gilroy.",Nonprofit / Grassroots,Regional,['Residents'],"['Environmental', 'Energy Efficiency']",[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
52cc39c4-8143-4289-a76c-972cfba2db06,San Joaquin Valley Air Pollution Control District,San Joaquin,CA,1990 E Gettysburg Ave,93721,http://www.valleyair.org,unknown,unknown,The San Joaquin Valley Air Pollution Control District is a public health agency focused on improving air quality and reducing greenhouse gas emissions in the San Joaquin Valley through efficient and effective air quality management strategies.,Nonprofit / Grassroots,Regional,['Residents'],['Environmental'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
52cdc8b9-a71c-4f36-86e0-a5f76304047f,Oxnard Climate Action Plan,Oxnard,CA,300 W. Third St.,93030,https://www.oxnard.org/city-departments/planning/climate-action-plan/,unknown,unknown,Oxnard's Climate Action Plan outlines strategies for reducing greenhouse gas emissions and adapting to climate change.,Nonprofit / Grassroots,Town / City,"['Municipality', 'Residents']",['Environmental'],[],Policy,,Not Verified,merge_engine,2026-05-25T03:12:12Z
52d1cbbc-b81d-4210-a822-659ca0982029,Long Beach Climate Action,Long Beach,CA,333 W Ocean Blvd,90802,https://www.longbeach.gov/climateaction,unknown,unknown,The City of Long Beach has a Climate Action Plan aimed at reducing greenhouse gas emissions and promoting sustainability.,Municipal / Government-affiliated,Town / City,"['Municipality', 'Residents']","['Environmental', 'Energy Efficiency']",[],Policy,,Not Verified,merge_engine,2026-05-25T03:12:12Z
52fd1aa1-c25e-490a-bee4-07e98cda29d9,Green Millis,Millis,MA,"Millis, MA",02054,http://www.greenmillis.org,unknown,unknown,Green Millis is focused on sustainability initiatives and climate action in the community.,Nonprofit / Grassroots,Town / City,['Residents'],['Environmental'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
5312525a-88db-4d56-b41c-13b4ee615b96,Northampton Climate Committee,Northampton,MA,"Northampton City Hall, 210 Main Street",01060,https://www.northamptonma.gov/,unknown,413-587-4900,The Northampton Climate Committee is dedicated to addressing climate change through local policy and community engagement.,Municipal / Government-affiliated,Town / City,"['Municipality', 'Residents']","['Environmental', 'Energy Efficiency']",[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
5324b418-38cb-4cbb-8788-2030681280db,Green Norwalk,Norwalk,CA,12345 Civic Center Drive,90650,http://www.greennorwalk.org,unknown,unknown,Green Norwalk focuses on local climate action initiatives and sustainability programs.,Nonprofit / Grassroots,Town / City,['Residents'],['Environmental'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
5358d4a1-377e-43bf-b567-eaed5fa85569,Concord Climate Action Committee,Concord,MA,12700 Norwalk Blvd,90650,https://concordma.gov/3324/Climate-Action-Committee,unknown,unknown,The Norwalk Climate Action Committee works on municipal climate planning and implementation.,Municipal / Government-affiliated,"[""Town / City""]","['Residents', 'Businesses']","['Energy Efficiency', 'Transportation', 'Environmental', 'Food & Food Waste', 'Waste Reduction']",[],Policy,,Verified,merge_engine,2026-05-25T00:27:17Z
5392eec9-44c3-435e-b077-cb694e29faa9,California Air Resources Board (CARB),Sacramento,CA,1001 I Street,95814,https://ww2.arb.ca.gov/,helpline@arb.ca.gov,(800) 242-4450,"The California Air Resources Board (CARB) is responsible for regulating greenhouse gas emissions and implementing climate policies in California, focusing on clean air and climate policy, zero-emission vehicles, and environmental justice.",Municipal / Government-affiliated,State / National,"['Businesses', 'Municipality', 'Residents']","['Environmental', 'Transportation']",[],Policy,,Not Verified,merge_engine,2026-05-25T03:12:12Z
53b3d5cc-1230-4760-8f7d-f6b9a87177fb,Green Energy Solutions of Rooty Plain,Rooty Plain,MA,654 Maple St,01001,https://www.greenenergysolutions.org,unknown,unknown,Green Energy Solutions of Rooty Plain promotes renewable energy projects and energy efficiency programs to reduce carbon emissions.,Nonprofit / Grassroots,Town / City,"['Businesses', 'Residents']",['Energy Efficiency'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
53ce0605-efd2-4b30-bdd8-2b5f7e1c4ee1,Mendocino County Climate Action Committee,Willits,CA,100 N Main St,95490,https://www.mendocinocounty.org/climate-action,unknown,unknown,Mendocino County Climate Action Committee focuses on climate action and resilience planning.,Nonprofit / Grassroots,Regional,"['Municipality', 'Residents']",['Unknown'],[],Policy,,Not Verified,merge_engine,2026-05-25T03:12:12Z
53e1eb07-94ab-45c7-a143-74ff5d581504,Yolo County Climate Action Commission,West Sacramento,CA,625 Court St,95691,https://www.yolocounty.org/government/departments/health/health-promotion/climate-action-commission,unknown,unknown,The Yolo County Climate Action Commission is focused on climate action and resilience strategies for the county.,Nonprofit / Grassroots,Regional,"['Municipality', 'Residents']",['Environmental'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
544184c3-b9d5-4220-a770-0508a2798aca,Fairfield Youth Climate Council,Fairfield,CA,1617 Youth Way,94533,http://fairfieldyouthclimate.org,unknown,unknown,The council empowers youth to engage in climate advocacy and local sustainability efforts.,Nonprofit / Grassroots,Town / City,['Residents'],['Environmental'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
544b70a9-4207-4134-80ad-17190ebdea3b,SLO Climate Coalition,Atascadero,CA,"San Luis Obispo, CA",93401,https://www.sloclimatestrategy.org/,unknown,unknown,The SLO Climate Coalition is focused on climate action and resilience in the San Luis Obispo region.,Nonprofit / Grassroots,Regional,['unknown'],['Unknown'],[],Unknown,,Not Verified,merge_engine,2026-05-25T03:12:12Z
